1,1,102-1115-ND,CEP-2242,AUDIO PIEZO INDICATOR 3-16V TH,lcg24,1,0,2.5,2.5
2,1,BH9VW-ND,BH9VW,"BATTERY HOLDER 9V 6"" LEADS",lcg24,1,0,2.11,2.11
3,1,1528-2711-ND,3942,ULTRASONIC SENSOR SONAR DISTANCE,lcg24,1,0,3.95,3.95
4,2,1835-1156-ND,AG1262-1,TILT SWITCH THROUGH HOLE SPST,lcg24,2,0,2.2,4.4
5,1,2449-KG01ET-ND,KG01ET,"STANDARD DIP SWITCH, 1 POSITION,",lcg24,1,0,0.36,0.36
6,1,160-1536-5-ND,LTD-4608JF,"DISP 7SEG 0.39"" DBL OR-YLW 10DIP",lcg24,1,0,2.07,2.07
